business_age,sector_experience,total_experience,start_date,source
29.127994524298426,,,1995-11-15,EMICRON
35.96714579055441,,,1989-01-12,EMICRON
1.5633127994524298,,,2023-06-09,EMICRON
45.347022587268995,,,1979-08-27,EMICRON
44.3586584531143,,,1980-08-22,EMICRON
44.95277207392197,,,1980-01-18,EMICRON
20.692676249144423,,,2004-04-22,EMICRON
1.8206707734428473,,,2023-03-07,EMICRON
0.5530458590006845,,,2024-06-12,EMICRON
30.954140999315538,,,1994-01-17,EMICRON
5.864476386036961,,,2019-02-19,EMICRON
45.13620807665982,,,1979-11-12,EMICRON
34.672142368240934,,,1990-04-30,EMICRON
19.59479808350445,,,2005-05-28,EMICRON
23.68788501026694,,,2001-04-24,EMICRON
2.132785763175907,,,2022-11-13,EMICRON
41.02943189596167,,,1983-12-21,EMICRON
12.145106091718,,,2012-11-08,EMICRON
33.686516084873375,,,1991-04-25,EMICRON
14.888432580424366,,,2010-02-10,EMICRON
1.4483230663928817,,,2023-07-21,EMICRON
5.69472963723477,,,2019-04-22,EMICRON
4.969199178644764,,,2020-01-12,EMICRON
0.5256673511293635,,,2024-06-22,EMICRON
8.706365503080082,,,2016-04-17,EMICRON
8.632443531827516,,,2016-05-14,EMICRON
39.20876112251882,,,1985-10-16,EMICRON
34.431211498973305,,,1990-07-27,EMICRON
7.950718685831622,,,2017-01-18,EMICRON
3.7344284736481863,,,2021-04-07,EMICRON
2.401095140314853,,,2022-08-07,EMICRON
39.09103353867214,,,1985-11-28,EMICRON
8.199863107460644,,,2016-10-19,EMICRON
6.570841889117043,,,2018-06-06,EMICRON
49.9958932238193,,,1975-01-02,EMICRON
20.125941136208077,,,2004-11-15,EMICRON
36.4435318275154,,,1988-07-22,EMICRON
26.954140999315538,,,1998-01-17,EMICRON
19.54277891854894,,,2005-06-16,EMICRON
7.449691991786447,,,2017-07-20,EMICRON
24.11772758384668,,,2000-11-18,EMICRON
1.163586584531143,,,2023-11-02,EMICRON
9.853524982888432,,,2015-02-23,EMICRON
36.02190280629706,,,1988-12-23,EMICRON
12.928131416837783,,,2012-01-27,EMICRON
5.815195071868583,,,2019-03-09,EMICRON
25.3305954825462,,,1999-09-02,EMICRON
40.82956878850103,,,1984-03-03,EMICRON
36.780287474332646,,,1988-03-21,EMICRON
15.685147159479808,,,2009-04-25,EMICRON
22.072553045859,,,2002-12-05,EMICRON
4.432580424366872,,,2020-07-26,EMICRON
44.71184120465435,,,1980-04-15,EMICRON
18.770704996577688,,,2006-03-25,EMICRON
26.954140999315538,,,1998-01-17,EMICRON
11.46611909650924,,,2013-07-14,EMICRON
33.74401095140315,,,1991-04-04,EMICRON
36.04106776180698,,,1988-12-16,EMICRON
38.37371663244353,,,1986-08-17,EMICRON
30.72689938398357,,,1994-04-10,EMICRON
8.388774811772759,,,2016-08-11,EMICRON
47.07460643394935,,,1977-12-04,EMICRON
37.516769336071185,,,1987-06-26,EMICRON
8.908966461327857,,,2016-02-03,EMICRON
17.388090349075977,,,2007-08-12,EMICRON
40.577686516084874,,,1984-06-03,EMICRON
4.084873374401095,,,2020-11-30,EMICRON
6.639288158795345,,,2018-05-12,EMICRON
44.03285420944559,,,1980-12-19,EMICRON
28.750171115674195,,,1996-04-01,EMICRON
3.3073237508555784,,,2021-09-10,EMICRON
26.639288158795345,,,1998-05-12,EMICRON
7.592060232717317,,,2017-05-29,EMICRON
16.44626967830253,,,2008-07-21,EMICRON
5.2676249144421625,,,2019-09-25,EMICRON
5.897330595482546,,,2019-02-07,EMICRON
0.5941136208076659,,,2024-05-28,EMICRON
25.53593429158111,,,1999-06-19,EMICRON
28.93634496919918,,,1996-01-24,EMICRON
37.869952087611225,,,1987-02-17,EMICRON
7.827515400410678,,,2017-03-04,EMICRON
16.83230663928816,,,2008-03-02,EMICRON
37.98220396988364,,,1987-01-07,EMICRON
14.420260095824778,,,2010-07-31,EMICRON
3.0198494182067077,,,2021-12-24,EMICRON
37.73305954825462,,,1987-04-08,EMICRON
9.388090349075975,,,2015-08-12,EMICRON
11.715263518138261,,,2013-04-14,EMICRON
43.15947980835045,,,1981-11-03,EMICRON
19.143052703627653,,,2005-11-09,EMICRON
48.43805612594114,,,1976-07-24,EMICRON
40.580424366872,,,1984-06-02,EMICRON
39.59753593429158,,,1985-05-27,EMICRON
38.11362080766598,,,1986-11-20,EMICRON
13.229295003422314,,,2011-10-09,EMICRON
42.98973305954826,,,1982-01-04,EMICRON
0.8295687885010267,,,2024-03-03,EMICRON
22.33538672142368,,,2002-08-31,EMICRON
3.0965092402464065,,,2021-11-26,EMICRON
34.431211498973305,,,1990-07-27,EMICRON
3.455167693360712,,,2021-07-18,EMICRON
48.761122518822724,,,1976-03-28,EMICRON
17.0403832991102,,,2007-12-17,EMICRON
6.3874058863791925,,,2018-08-12,EMICRON
14.13826146475017,,,2010-11-11,EMICRON
24.503764544832308,,,2000-06-30,EMICRON
1.1197809719370295,,,2023-11-18,EMICRON
34.40930869267625,,,1990-08-04,EMICRON
6.3408624229979464,,,2018-08-29,EMICRON
6.376454483230664,,,2018-08-16,EMICRON
2.4640657084188913,,,2022-07-15,EMICRON
13.180013689253936,,,2011-10-27,EMICRON
1.4455852156057496,,,2023-07-22,EMICRON
3.268993839835729,,,2021-09-24,EMICRON
35.49897330595483,,,1989-07-02,EMICRON
16.35318275154004,,,2008-08-24,EMICRON
8.427104722792608,,,2016-07-28,EMICRON
11.427789185489392,,,2013-07-28,EMICRON
2.954140999315537,,,2022-01-17,EMICRON
25.234770704996578,,,1999-10-07,EMICRON
45.51403148528405,,,1979-06-27,EMICRON
21.253935660506503,,,2003-09-30,EMICRON
8.183436002737851,,,2016-10-25,EMICRON
1.2621492128678986,,,2023-09-27,EMICRON
15.093771389459274,,,2009-11-27,EMICRON
35.279945242984255,,,1989-09-20,EMICRON
17.60438056125941,,,2007-05-25,EMICRON
6.598220396988364,,,2018-05-27,EMICRON
4.1505817932922655,,,2020-11-06,EMICRON
4.317590691307323,,,2020-09-06,EMICRON
41.59069130732375,,,1983-05-30,EMICRON
47.474332648870636,,,1977-07-11,EMICRON
29.308692676249144,,,1995-09-10,EMICRON
0.46269678302532513,,,2024-07-15,EMICRON
32.24093086926762,,,1992-10-04,EMICRON
11.978097193702943,,,2013-01-08,EMICRON
49.45379876796714,,,1975-07-19,EMICRON
15.991786447638603,,,2009-01-03,EMICRON
17.968514715947983,,,2007-01-12,EMICRON
6.209445585215605,,,2018-10-16,EMICRON
29.00479123887748,,,1995-12-30,EMICRON
9.051334702258726,,,2015-12-13,EMICRON
15.488021902806297,,,2009-07-06,EMICRON
1.514031485284052,,,2023-06-27,EMICRON
5.839835728952772,,,2019-02-28,EMICRON
40.57221081451061,,,1984-06-05,EMICRON
27.82751540041068,,,1997-03-04,EMICRON
7.923340177960301,,,2017-01-28,EMICRON
24.416153319644078,,,2000-08-01,EMICRON
19.89869952087611,,,2005-02-06,EMICRON
43.05544147843943,,,1981-12-11,EMICRON
43.04175222450377,,,1981-12-16,EMICRON
48.257357973990416,,,1976-09-28,EMICRON
43.715263518138265,,,1981-04-14,EMICRON
40.39698836413415,,,1984-08-08,EMICRON
9.639972621492129,,,2015-05-12,EMICRON
8.224503764544833,,,2016-10-10,EMICRON
6.628336755646817,,,2018-05-16,EMICRON
18.28062970568104,,,2006-09-20,EMICRON
2.3107460643394937,,,2022-09-09,EMICRON
46.65023956194388,,,1978-05-08,EMICRON
19.627652292950035,,,2005-05-16,EMICRON
34.35455167693361,,,1990-08-24,EMICRON
39.945242984257355,,,1985-01-20,EMICRON
31.175906913073238,,,1993-10-28,EMICRON
11.208761122518823,,,2013-10-16,EMICRON
35.096509240246405,,,1989-11-26,EMICRON
3.082819986310746,,,2021-12-01,EMICRON
2.4969199178644765,,,2022-07-03,EMICRON
45.779603011635864,,,1979-03-22,EMICRON
2.6885694729637235,,,2022-04-24,EMICRON
19.052703627652292,,,2005-12-12,EMICRON
28.49828884325804,,,1996-07-02,EMICRON
26.72689938398357,,,1998-04-10,EMICRON
11.293634496919918,,,2013-09-15,EMICRON
3.991786447638604,,,2021-01-03,EMICRON
45.322381930184804,,,1979-09-05,EMICRON
3.564681724845996,,,2021-06-08,EMICRON
8.9637234770705,,,2016-01-14,EMICRON
26.740588637919235,,,1998-04-05,EMICRON
5.730321697467488,,,2019-04-09,EMICRON
30.91854893908282,,,1994-01-30,EMICRON
2.3737166324435317,,,2022-08-17,EMICRON
26.981519507186857,,,1998-01-07,EMICRON
44.92539356605065,,,1980-01-28,EMICRON
8.465434633812457,,,2016-07-14,EMICRON
7.482546201232033,,,2017-07-08,EMICRON
39.83572895277207,,,1985-03-01,EMICRON
9.806981519507186,,,2015-03-12,EMICRON
26.598220396988363,,,1998-05-27,EMICRON
7.997262149212868,,,2017-01-01,EMICRON
8.049281314168377,,,2016-12-13,EMICRON
10.130047912388775,,,2014-11-14,EMICRON
45.530458590006845,,,1979-06-21,EMICRON
43.83572895277207,,,1981-03-01,EMICRON
14.951403148528405,,,2010-01-18,EMICRON
44.79123887748118,,,1980-03-17,EMICRON
3.167693360711841,,,2021-10-31,EMICRON
6.6420260095824775,,,2018-05-11,EMICRON
28.876112251882272,,,1996-02-15,EMICRON
38.86652977412731,,,1986-02-18,EMICRON
35.624914442162904,,,1989-05-17,EMICRON
16.9637234770705,,,2008-01-14,EMICRON
47.7015742642026,,,1977-04-19,EMICRON
1.4647501711156743,,,2023-07-15,EMICRON
3.345653661875428,,,2021-08-27,EMICRON
21.763175906913073,,,2003-03-28,EMICRON
47.82203969883641,,,1977-03-06,EMICRON
6.288843258042436,,,2018-09-17,EMICRON
21.075975359342916,,,2003-12-04,EMICRON
9.938398357289527,,,2015-01-23,EMICRON
1.218343600273785,,,2023-10-13,EMICRON
44.714579055441476,,,1980-04-14,EMICRON
11.570157426420261,,,2013-06-06,EMICRON
9.648186173853524,,,2015-05-09,EMICRON
40.48186173853525,,,1984-07-08,EMICRON
22.392881587953458,,,2002-08-10,EMICRON
44.511978097193705,,,1980-06-27,EMICRON
42.60369609856263,,,1982-05-25,EMICRON
0.9911019849418207,,,2024-01-04,EMICRON
16.944558521560573,,,2008-01-21,EMICRON
2.926762491444216,,,2022-01-27,EMICRON
24.700889801505816,,,2000-04-19,EMICRON
26.71047227926078,,,1998-04-16,EMICRON
7.446954140999315,,,2017-07-21,EMICRON
8.125941136208077,,,2016-11-15,EMICRON
38.02053388090349,,,1986-12-24,EMICRON
11.723477070499658,,,2013-04-11,EMICRON
3.430527036276523,,,2021-07-27,EMICRON
13.092402464065708,,,2011-11-28,EMICRON
20.646132785763175,,,2004-05-09,EMICRON
3.3429158110882957,,,2021-08-28,EMICRON
11.436002737850787,,,2013-07-25,EMICRON
31.857631759069132,,,1993-02-21,EMICRON
13.727583846680355,,,2011-04-10,EMICRON
9.787816563997263,,,2015-03-19,EMICRON
